-320.508,758.4949,249.17204,-354.36853,699.0554,213.55052,-321.63504,613.9847,246.01024,-290.2749,613.3676,245.62695,-247.80017,695.39325,220.30803,-282.41003,757.49945,249.24776,-305.955,613.67615,245.8186,-305.1086,573.3172,246.5046,-306.13937,533.34094,242.08788,-305.56845,505.17654,242.67488,-435.97897,523.27026,248.33784,-378.72446,527.8401,254.89082,-325.04578,529.42004,249.43803,-282.63858,530.09845,244.42712,-226.49553,530.749,242.57005,-178.97945,530.0906,225.3013
-320.482,758.4798,249.13268,-354.19785,699.13605,213.20903,-321.5781,614.1569,245.913,-290.19537,613.5321,245.59117,-247.82475,695.49994,220.02344,-282.32697,757.4754,249.19754,-305.88672,613.84454,245.75208,-305.15973,573.4865,246.4607,-306.1849,533.4804,242.02339,-305.60284,505.33374,242.62285,-436.1668,524.12726,247.68399,-378.9304,528.3582,254.3564,-325.13712,529.59283,249.2513,-282.67044,530.24805,244.50972,-226.48535,531.2617,242.91502,-178.88481,530.86597,225.88028
-320.4673,758.47125,249.10725,-353.99802,699.1568,212.94388,-321.52487,614.21265,245.82874,-290.10922,613.58936,245.5574,-247.80363,695.53076,219.86209,-282.28006,757.4685,249.17883,-305.81705,613.901,245.69307,-305.20395,573.5319,246.43718,-306.2189,533.5065,241.96,-305.55634,505.37976,242.60278,-436.34122,524.8242,247.041,-379.1335,528.7601,253.87578,-325.24802,529.6504,249.10185,-282.70813,530.28894,244.55212,-226.48245,531.5891,243.17183,-178.8083,531.4919,226.39128
-320.47382,758.45166,249.0928,-353.781,699.10284,212.73721,-321.4738,614.1615,245.76953,-290.0537,613.5311,245.51176,-247.82352,695.5326,219.82767,-282.36658,757.52026,249.1979,-305.76376,613.8463,245.64066,-305.21085,573.46783,246.41125,-306.25375,533.4498,241.90703,-305.51422,505.32315,242.59305,-436.48184,525.31305,246.4124,-379.29456,529.00006,253.45113,-325.35452,529.6087,248.99036,-282.7378,530.2523,244.56175,-226.46996,531.8466,243.36792,-178.71602,531.9431,226.8875
-320.4831,758.4401,249.09451,-353.49472,699.0127,212.57707,-321.44376,614.0226,245.73296,-290.0367,613.3807,245.46758,-247.92969,695.49927,219.86253,-282.3205,757.5339,249.18713,-305.74023,613.70166,245.60027,-305.22156,573.33563,246.3669,-306.294,533.3158,241.87268,-305.52637,505.17313,242.56514,-436.58115,525.6199,245.88945,-379.40836,529.1183,253.13916,-325.4608,529.46594,248.92857,-282.76352,530.1423,244.5721,-226.43773,532.0084,243.44363,-178.63206,532.11615,227.2974
-320.4832,758.4426,249.10623,-353.2054,698.8935,212.48106,-321.44928,613.81714,245.71349,-290.04132,613.1594,245.45694,-248.10515,695.40216,219.8837,-282.22458,757.5105,249.15576,-305.7453,613.4883,245.5852,-305.2585,573.14526,246.31194,-306.337,533.11145,241.81645,-305.58725,504.96515,242.49963,-436.6503,525.73706,245.49715,-379.5162,529.09735,252.99352,-325.53064,529.2625,248.88371,-282.8123,529.93146,244.5247,-226.45508,531.9995,243.3771,-178.58482,532.06494,227.58789
-320.48755,758.4395,249.12349,-352.96524,698.7765,212.49455,-321.4759,613.5733,245.71814,-290.06894,612.8834,245.49329,-248.33824,695.2738,219.87784,-282.2149,757.5083,249.15804,-305.77243,613.22833,245.60571,-305.32608,572.8772,246.2836,-306.42258,532.8633,241.70573,-305.69247,504.72427,242.40392,-436.74423,525.70215,245.26468,-379.61267,528.9362,252.95586,-325.5779,529.0217,248.80086,-282.89862,529.6636,244.37234,-226.55602,531.77454,243.16585,-178.62907,531.6678,227.64221
-320.51697,758.41766,249.1335,-352.81323,698.63184,212.59915,-321.5226,613.3209,245.76085,-290.1205,612.6015,245.52574,-248.6466,695.1329,219.86465,-282.22604,757.5173,249.16887,-305.82156,612.9612,245.6433,-305.4169,572.5708,246.29549,-306.57803,532.5881,241.58902,-305.85388,504.454,242.28189,-436.89297,525.5843,245.2753,-379.73914,528.74817,252.96245,-325.70877,528.7425,248.72551,-283.04462,529.3494,244.18645,-226.68848,531.45435,242.835,-178.7379,531.2146,227.50517
-320.54794,758.4053,249.14505,-352.69394,698.4708,212.75044,-321.59833,613.0728,245.85307,-290.1864,612.33026,245.5087,-248.96439,694.9769,219.83817,-282.21155,757.52454,249.14925,-305.89236,612.70154,245.6809,-305.54883,572.2819,246.33296,-306.78195,532.30457,241.53584,-306.07724,504.17236,242.14941,-437.08078,525.4848,245.60632,-379.91574,528.6325,253.00488,-325.87524,528.48254,248.71182,-283.21103,529.048,244.03963,-226.8472,531.2241,242.44359,-178.92723,530.7886,227.1289
-320.58093,758.4016,249.17126,-352.55502,698.32214,212.91844,-321.72513,612.805,245.98502,-290.31516,612.0307,245.43855,-249.26714,694.7776,219.76997,-282.073,757.49927,249.11954,-306.0201,612.41785,245.71178,-305.72522,572.0086,246.38814,-306.99142,532.0245,241.53831,-306.36108,503.85376,242.04703,-437.32443,525.49207,246.2165,-380.14777,528.6177,253.18504,-326.0836,528.2007,248.76439,-283.3442,528.76465,243.96426,-226.99991,531.2381,242.04167,-179.20583,530.6435,226.48978
