272.90042,754.8613,-4.2957983,237.2718,702.0589,-48.651154,272.1612,620.6437,-12.462905,303.7898,619.8454,-13.554786,346.6467,699.8275,-40.84065,306.77118,754.3381,-2.4647074,287.9755,620.2445,-13.008844,287.23737,580.44165,-12.260645,285.4266,539.6834,-15.6291685,285.3821,511.10562,-14.627294,234.81169,566.88983,-73.70593,209.40039,545.16064,-25.910278,263.57407,537.194,-10.706088,312.14133,538.70734,-16.821016,365.06796,551.4685,-35.227898,342.03537,566.9763,-77.363525
272.94836,754.87994,-4.3200507,237.5669,702.1867,-49.03451,272.19943,620.7418,-12.682958,303.84235,619.9303,-13.647544,346.67786,699.8801,-41.039486,306.7891,754.2944,-2.4951596,288.02087,620.33606,-13.16525,287.11053,580.6297,-12.380099,285.5042,539.8104,-15.851089,285.4559,511.23746,-14.806079,234.6322,566.93396,-73.635155,209.41446,545.11646,-25.782963,263.65024,537.2802,-10.854925,312.22385,538.8878,-17.136166,365.0574,551.85223,-35.768692,341.7044,567.1072,-77.869125
272.99896,754.90466,-4.3257236,237.93018,702.2411,-49.36395,272.17563,620.7367,-12.865371,303.8287,619.924,-13.746065,346.66544,699.91754,-41.067303,306.77765,754.30505,-2.4899893,288.00217,620.3303,-13.305717,286.99985,580.71686,-12.439341,285.5193,539.84827,-15.984662,285.52048,511.27106,-14.920493,234.49136,566.92676,-73.68282,209.44438,545.00226,-25.788008,263.73175,537.2455,-10.960345,312.30627,538.965,-17.385145,364.95157,552.2433,-36.329155,341.3082,567.2185,-78.353035
273.02734,754.98,-4.308291,238.26733,702.2803,-49.622112,272.13522,620.6675,-13.005974,303.7889,619.8683,-13.82356,346.62625,699.90607,-41.056236,306.77744,754.3218,-2.4732141,287.96207,620.2679,-13.414767,286.89066,580.7144,-12.474878,285.55615,539.78235,-16.059927,285.58585,511.20428,-14.976466,234.33867,566.83264,-73.818184,209.48686,544.86084,-25.849705,263.7992,537.1239,-11.025039,312.41547,538.9147,-17.582516,364.85526,552.5168,-36.88582,340.85474,567.28687,-78.78387
273.08533,755.0842,-4.3096423,238.63213,702.3639,-49.705635,272.05933,620.5083,-13.152252,303.73657,619.72375,-13.856155,346.49057,699.8803,-40.98257,306.74316,754.3977,-2.4627237,287.89795,620.116,-13.504204,286.81534,580.57904,-12.506922,285.56412,539.6002,-16.033575,285.69388,511.02737,-14.979678,234.22192,566.7373,-73.984955,209.55106,544.6563,-25.977583,263.84735,536.8995,-11.067926,312.5111,538.74445,-17.750248,364.77066,552.64465,-37.392086,340.3828,567.2623,-79.156364
273.06296,755.1382,-4.2688417,238.9879,702.32556,-49.78036,272.01138,620.2758,-13.251325,303.66855,619.46545,-13.825159,346.28723,699.8178,-40.844322,306.6843,754.51605,-2.4158309,287.83997,619.8706,-13.538241,286.82526,580.32007,-12.528617,285.54852,539.3793,-16.026218,285.6963,510.74976,-14.963193,234.12573,566.61914,-74.08905,209.5784,544.3765,-26.068083,263.83765,536.6326,-11.097931,312.53226,538.4996,-17.910158,364.67642,552.5848,-37.854713,339.9456,567.13794,-79.44683
273.01685,755.2408,-4.18241,239.31853,702.21765,-49.789776,271.96646,619.9639,-13.306502,303.623,619.12244,-13.778244,346.06027,699.713,-40.67201,306.6566,754.67053,-2.3445668,287.79474,619.5432,-13.542374,286.86398,579.9993,-12.5546665,285.52634,539.0455,-16.088194,285.7219,510.413,-14.954982,234.04532,566.12805,-74.130905,209.53276,544.0631,-26.08792,263.82562,536.27747,-11.1333685,312.54306,538.1378,-18.056566,364.57224,552.3596,-38.22864,339.6237,566.94446,-79.687355
273.0107,755.3425,-4.0954533,239.67455,702.0441,-49.69831,271.95026,619.56036,-13.303798,303.57724,618.7254,-13.732173,345.65585,699.657,-40.45374,306.59393,754.8975,-2.2554262,287.76376,619.1429,-13.517985,286.8554,579.57196,-12.58685,285.43997,538.60614,-16.15803,285.756,509.95712,-14.975631,233.96265,565.74524,-74.152916,209.44817,543.7337,-26.073744,263.76093,535.84296,-11.195716,312.53705,537.66656,-18.247223,364.50226,552.07355,-38.50941,339.42975,566.70184,-79.86497
272.98685,755.3903,-4.058957,240.0848,701.8258,-49.562527,271.90964,619.0902,-13.255325,303.53058,618.23535,-13.669123,345.18805,699.50555,-40.282238,306.57233,755.07556,-2.1596909,287.7201,618.6628,-13.462224,286.8331,579.0474,-12.597986,285.3678,538.07935,-16.266869,285.73282,509.46033,-15.062973,233.75496,565.4099,-74.11878,209.33789,543.4419,-25.984602,263.6722,535.3063,-11.303079,312.53314,537.1023,-18.494764,364.43106,551.692,-38.78685,339.25116,566.3971,-80.0386
272.9135,755.41,-4.0170913,240.41902,701.51227,-49.450935,271.85007,618.53436,-13.174687,303.47433,617.6425,-13.580551,344.67734,699.27576,-40.160187,306.61115,755.23303,-2.0920484,287.6622,618.08844,-13.377619,286.8331,578.43945,-12.562518,285.30173,537.4522,-16.406775,285.6842,508.91003,-15.142964,233.54776,564.9527,-74.0931,209.20833,543.14343,-25.872095,263.5616,534.69354,-11.415914,312.52277,536.43195,-18.763365,364.35843,551.28186,-39.111134,339.06384,566.1065,-80.24493
